word,meaning,level,frequency
feeble,虚弱的， 衰弱的， 无力的； 无效的， 无益的 (adj.),CET6,
fellowship,伙伴关系， 交情， 友谊； 团体， 协会， 联谊会； 奖学金， 研究员职位 (n.),CET6,
feminine,女性的， 女子的； 女子气的 (adj.),CET6,
femininity,女性气质 (n.),CET6,
ferry,渡船 (n.)；渡运 (vt.),CET6,
finite,有限的， 有限制的； 限定的 (adj.),CET6,
fitting,适合的， 恰当的 (adj.)；设备，家具，日用器具；配件，附件，零件；试穿，试衣 (n.),CET6,
fixture,固定装置； 固定在某位置的人 (n.),CET6,
flank,肋，肋腹，侧边；侧翼 (n.)；位于…的侧面 (vt.),CET6,
flap,飘动， 拍动； 振翅 (vi.)；片状垂悬物；飘动，摆动，振动；激动，慌忙状态 (n.)；使拍动，使飘动 (vt.),CET6,
flare,闪耀，烧旺；突发，突然发怒 (vi.)；闪光信号， 照明弹 (n.),CET6,
flask,长颈瓶， 酒瓶， 烧瓶 (n.),CET6,
flatter,向…谄媚， 奉承； 使满意， 使感到荣幸； 使显得好看， 使显得突出 (vt.),CET6,
flaw,缺点， 瑕疵， 缺陷 (n.),CET6,
fling,扔，掷；使扑，使投身 (vt.)；尽情欢乐的一阵， 一时的放纵 (n.),CET6,
flip,〈口〉无理的， 轻率的， 轻浮的 (adj.)；快速翻动，转动 (vt.)；捻掷，轻抛；轻拍 (n.),CET6,
fluctuate,波动， 涨落， 起伏 (vi.),CET6,
fluorescent,荧光的， 发荧光的 (adj.),CET6,
flush,发红 (vi.)；齐平的， 同高的 (adj.),CET6,
flutter,振翼，拍翅而飞；飘动，飘扬；快速跳动 (vi.)；紧张， 激动不安 (n.),CET6,
foam,起泡沫， 吐白沫 (vi.)；泡沫；泡沫材料，泡沫状物 (n.),CET6,
foil,箔，金属薄片；陪衬，衬托 (n.)；挫败， 使受挫折 (vt.),CET6,
foremost,最好的， 最著名的， 最重要的 (adj.),CET6,
foresee,预见， 预知 (vt.),CET6,
formidable,可怕的， 令人敬畏的； 难以克服的， 难对付的 (adj.),CET6,
formulate,构想出， 规划； 系统地阐述 (vt.),CET6,
fort,堡垒， 城堡 (n.),CET6,
forthcoming,即将到来的； 可得到的； 乐于提供消息的 (adj.),CET6,
forum,论坛， 讨论会； 专题讨论节目 (n.),CET6,
fossil,化石； 食古不化的人， 老顽固 (n.),CET6,
foster,收养的 (adj.)；收养，养育；培养，促进 (vt.),CET6,
foul,难闻的，发臭的；令人不愉快的，糟透了的；污浊的，肮脏的；下流的，辱骂性的；恶劣的，有暴风雨的；邪恶的，罪恶的 (adj.)；对…犯规；弄脏，弄污 (vt.)；犯规 (n.),CET6,
fracture,断裂，折断 (v.)；裂缝， 裂痕； 折断 (n.),CET6,
fragile,易碎的， 脆的， 易损坏的； 虚弱的， 脆弱的 (adj.),CET6,
fragrance,芳香， 香味； 香水 (n.),CET6,
frantic,慌乱不安的； 发疯似的， 发狂的 (adj.),CET6,
fraud,欺诈， 诈骗； 骗子 (n.),CET6,
friction,不和， 抵触； 摩擦 (n.),CET6,
fringe,附加的 (adj.)；刘海；饰以流苏的边；边缘，外围 (n.)；成为…的边缘 (vt.),CET6,
frustration,挫败， 挫折， 受挫 (n.),CET6,
furious,狂怒的， 暴怒的； 强烈的， 激烈的 (adj.),CET6,
fury,狂怒， 暴怒； 狂暴， 狂烈 (n.),CET6,
fuse,熔合， 合并； 因保险丝熔断而中断工作 (v.)；保险丝，熔丝；导火线 (n.),CET6,
fusion,联合， 合并； 核聚变 (n.),CET6,
galaxy,星系； 银河系， 银河； 一群 (n.),CET6,
gamble,赌博，打赌；投机，冒险 (vi.)；赌，以…为赌注 (vt.)；赌博； 投机， 冒险 (n.),CET6,
garment,衣服 (n.),CET6,
gasp,喘气，倒抽气 (vi.)；喘着气说出 (vt.)；喘气， 倒抽气 (n.),CET6,
gauge,测量仪表；厚度，直径；规格、尺寸 (n.)；估计， 判断； 计量， 度量 (vt.),CET6,
generalize,概括， 归纳， 推断； 普及 (vt.),CET6,
genetic,遗传的 (adj.)；[-s]遗传学 (n.),CET6,
geology,地质学； 地质情况 (n.),CET6,
gigantic,巨大的， 庞大的 (adj.),CET6,
giggle,咯咯笑， 傻笑 (n.),CET6,
glamor,魅力， 诱惑力 (n.),CET6,
gland,腺 (n.),CET6,
glare,怒目而视；发射强光，发出刺眼的光线 (vi.)；强光； 怒视， 瞪眼； 炫耀， 张扬 (n.),CET6,
gleam,闪亮， 闪烁； 闪现， 流露 (n&vi.),CET6,
glide,滑行， 滑动； 滑翔 (n.),CET6,
glitter,闪闪发光，闪耀 (vi.)；闪光， 灿烂的光辉； 耀眼， 辉煌 (n.),CET6,
gloom,昏暗， 阴暗； 忧郁， 沮丧 (n.),CET6,
gloomy,忧郁的， 沮丧的； 令人沮丧的； 昏暗的， 阴沉的 (adj.),CET6,
gorgeous,华丽的， 灿烂的， 绚丽的； 令人十分愉快的， 极好的 (adj.),CET6,
gossip,传播流言蜚语 (vi.)；流言蜚语；爱说长道短的人 (n.),CET6,
gown,女礼服， 女裙服； 长袍； 罩衣 (n.),CET6,
gracious,亲切的，和蔼的；优美的；雅致的，雍容华贵的 (adj.)；天哪! (int.),CET6,
graphic,生动的， 形象的； 绘画的， 文字的， 图表的 (adj.),CET6,
graze,吃青草 (vi.)；放牧；擦伤；擦过，掠过 (vt.)；擦破 (n.),CET6,
grease,油脂；润滑脂，润滑油 (n.)；用油脂涂， 给…加润滑油 (vt.),CET6,
grief,悲伤， 悲痛； 悲伤的事， 悲痛的缘由 (n.),CET6,
grieve,感到悲痛，伤心 (vi.)；使伤心， 为…而伤心 (vt.),CET6,
grim,讨厌的， 糟糕的； 严厉的； 冷酷的， 无情的 (adj.),CET6,
grin,咧嘴笑 (n.),CET6,
groan,呻吟，抱怨；发出呻吟般的声音 (vi.)；呻吟， 抱怨； 呻吟般的声音 (n.),CET6,
groove,沟， 槽 (n.),CET6,
grope,暗中摸索，搜索；探索，搜寻 (vi.)；摸索 (vt.),CET6,
guardian,监护人； 守卫者， 保护者 (n.),CET6,
hamper,妨碍，束缚，限制 (vt.)；大篮子 (n.),CET6,
handbook,手册， 便览 (n.),CET6,
handicap,缺陷；障碍，不利条件 (n.)；妨碍， 使不利 (vt.),CET6,
hardy,能吃苦耐劳的， 坚强的； 耐寒的 (adj.),CET6,
hasty,草率的， 轻率的； 急速的， 匆忙的， 仓促完成的 (adj.),CET6,
hatch,孵出；筹划， (vt.)；舱门； 开口； 孵化 (n.),CET6,
haul,拖，拉；拖运，运送 (vt.)；拖， 拉， 托运； 一次获得的数量 (n.),CET6,
haunt,常出没于；使苦恼，使担忧；萦绕在心头，缠绕 (vt.)；常去的地方 (n.),CET6,
hawk,鹰，隼；“鹰派”人物 (n.)；叫卖， 兜售 (vt.),CET6,
hazardous,危险的； 冒险的 (adj.),CET6,
heighten,提高， 加强 (v.),CET6,
heir,继承人 (n.),CET6,
hemisphere,地球的半球； 大脑半球 (n.),CET6,
henceforth,从今以后， 从此以后 (adv.),CET6,
herb,药草， 香草； 草本植物 (n.),CET6,
heritage,遗产； 继承物； 传统 (n.),CET6,
hierarchy,等级制度； 统治集团， 领导层 (n.),CET6,
hike,徒步旅行 (vi.)；徒步旅行；增加，上升 (n.)；提高 (vt.),CET6,
hinder,阻碍， 妨碍 (vt.),CET6,
hinge,以…为转移 (vi.)；铰链 (n.)；装铰链 (vt.),CET6,
historian,历史学家， 史学工作者 (n.),CET6,
hitherto,到目前为止， 迄今 (adv.),CET6,
hoist,举起，升起，吊起 (vt.)；起重器械； 举起， 升起， 吊起 (n.),CET6,
hop,单足跳跃，单足跳行；齐足跳跃，齐足跳行 (vi.)；跳上 (vt.)；蹦跳； 短程航行 (n.),CET6,
hose,软管，水龙带 (n.)；用软管淋浇 (vt.),CET6,
hospitality,友好款待， 好客 (n.),CET6,
hostage,人质 (n.),CET6,
hound,猎犬 (n.)；追逼， 烦恼， 纠缠 (vt.),CET6,
hover,翱翔； 逗留在近旁， 徘徊； 彷徨， 犹豫 (vi.),CET6,
howl,嗥叫； 呼啸； 吼叫， 哀号 (n&vi.),CET6,
huddle,聚集在一起，挤作一团；把身子蜷成一团，蜷缩 (vi.)；使聚集在一起 (vt.)；挤在一起的人； 一堆杂乱的东西 (n.),CET6,
hug,紧抱在一起，互相拥抱 (vi.)；拥抱；紧抱，怀抱 (vt.)；紧抱， 热烈拥抱 (n.),CET6,
hum,哼曲子；发嗡嗡声 (vi.)；哼 (vt.)；嗡嗡声， 营营声， 嘈杂声 (n.),CET6,
humanity,人类， 人； 人性； 人道， 博爱； 人文学科 (n.),CET6,
humidity,湿度， 潮湿， 湿气 (n.),CET6,
hurl,猛投， 狠掷； 大声叫骂 (vt.),CET6,
hurricane,飓风 (n.),CET6,
hustle,催促，赶紧做；猛推，挤，强迫 (v.)；忙碌， 奔忙； 挤 (n.),CET6,
hypothesis,假设， 假说， 前提 (n.),CET6,
hysterical,情绪异常激动的， 歇斯底里般的 (adj.),CET6,
identification,身份证明； 鉴定， 验明， 认出； 认同 (n.),CET6,
ideology,思想， 思想意识 (n.),CET6,
idiom,习语， 成语； 风格， 特色 (n.),CET6,
idiot,白痴； 傻子， 笨蛋 (n.),CET6,
ignite,着火 (vi.)；点燃，引发 (vt.),CET6,
illuminate,照明， 照亮； 阐明， 启发 (vt.),CET6,
illusion,幻想， 错误的观念； 错觉， 幻觉， 假象 (n.),CET6,
imaginative,富有想象力的， 爱想象的 (adj.),CET6,
imitation,模仿； 仿制， 伪制品； 赝品 (n.),CET6,
immerse,使浸没； 使沉浸在， 使专心于 (vt.),CET6,
immune,免疫的， 有免疫力的， 不受影响的； 免除的， 豁免的 (adj.),CET6,
impair,损害， 损伤； 削弱 (vt.),CET6,
impart,告知， 透露； 赋予， 给予 (vt.),CET6,
imperative,必要的；紧急的，极重要的；命令的 (adj.)；必要的事， 必须完成的事； 【语】祈使语气 (n.),CET6,
imperial,帝国的， 帝王的； 英制的 (adj.),CET6,
impetus,推动， 促进， 刺激； 推动力 (n.),CET6,
implicit,不言明的， 含蓄的； 内含的， 固有的； 无疑问的 (adj.),CET6,
impulse,冲动， 一时的念头； 推动， 驱使； 脉冲 (n.),CET6,
impulsive,冲动的 (adj.),CET6,
inaugurate,开始， 开展； 为…举行就职典礼； 为…举行开幕式， 为…举行落成仪式 (vt.),CET6,
incentive,刺激， 鼓励 (n.),CET6,
incidence,发生率 (n.),CET6,
incidentally,顺便提及地， 顺便提一句 (adv.),CET6,
inclusive,包括一切的， 包括一切费用在内的； 所有数目包括在内的 (adj.),CET6,
incorporate,包含； 加上， 吸收； 把…合并， 使并入 (vt.),CET6,
incur,招致， 引起； 遭受 (vt.),CET6,
indefinite,无限期的； 模糊的， 不确定的 (adj.),CET6,
indicative,标示的，指示的，象征的；陈述的 (adj.)；【语】陈述语气 (n.),CET6,
indignant,愤怒的， 愤慨的， 义愤的 (adj.),CET6,
indignation,愤怒， 愤慨， 义愤 (n.),CET6,
induce,引导， 劝； 引起， 导致 (vt.),CET6,
indulge,沉溺， 纵容自己， 肆意从事 (vi.)；使沉溺于，满足；纵容，迁就 (vt.),CET6,
inertia,不活动， 惰性； 惯性 (n.),CET6,
infectious,传染的， 有传染性的； 有感染力的 (adj.),CET6,
inferiority,自卑； 次等 (n.),CET6,
inflict,把…强加给； 使…遭受， 使…承担 (vt.),CET6,
ingenious,设计独特的， 别致的， 巧妙的； 灵巧的， 善于创造发明的 (adj.),CET6,
inhabit,居住于， 栖居于 (vt.),CET6,
inherent,内在的； 固有的， 生来就有的 (adj.),CET6,
inhibit,阻止， 妨碍， 抑制 (vt.),CET6,
initiate,开始， 创造， 发起； 使初步了解； 接纳， 让…加入 (vt.)；新加入组织的人 (n.),CET6,
inject,注射， 给…注射； 注入， 引入， 投入 (vt.),CET6,
inland,在内地， 向内地 (adv.)；内陆的， 内地的 (adj.),CET6,
inlet,小湾， 水湾； 进口， 入口 (n.),CET6,
innovation,新方法， 新事物； 革新， 创新 (n.),CET6,
innumerable,无数的， 数不清的 (adj.),CET6,
insane,极蠢的， 荒唐的； 精神病的， 精神失常的， 疯狂的 (adj.),CET6,
inspiration,灵感； 鼓舞人心的人 (n.),CET6,
installment,分期付款， 分期交付； 部分 (n.),CET6,
instantaneous,瞬间的， 即刻的 (adj.),CET6,
instructional,指导的， 教育的 (adj.),CET6,
instrumental,起作用的， 有帮助的； 用乐器演奏的 (adj.),CET6,
insulate,使绝缘， 使隔热， 使隔音； 隔离， 使隔绝 (vt.),CET6,
insulation,绝缘 (n.),CET6,
intact,完整无缺的； 未经触动的； 未受损伤的 (adj.),CET6,
integral,构成整体所必需的， 基本的 (adj.),CET6,
integrity,正直， 诚实， 诚恳； 完整， 完全， 完善 (n.),CET6,
intellect,智力， 理解力； 才智非凡的人 (n.),CET6,
intelligible,可理解的， 明白易懂的， 清楚的 (adj.),CET6,
intensify,增强， 加剧 (v.),CET6,
intent,专心的， 专注的； 急切的 (adj.)；意图，意向，目的 (n.),CET6,
interact,相互作用， 相互影响 (vi.),CET6,
intercourse,性交； 交流， 交往， 交际 (n.),CET6,
interim,暂时的，临时的 (adj.)；间歇， 过渡期间 (n.),CET6,
intermittent,间歇的， 断断续续的 (adj.),CET6,
interpersonal,人与人之间的， 关于人与人之间关系的 (adj.),CET6,
intersection,道路交叉口， 交点 (n.),CET6,
intimidate,恐吓， 威胁 (vt.),CET6,
intricacy,错综复杂； (n.),CET6,
intricate,错综复杂的， 复杂精细的 (adj.),CET6,
intrigue,耍阴谋，施诡计 (vi.)；激起…的好奇心，迷住 (vt.)；阴谋， 诡计， 密谋 (n.),CET6,
intrinsic,固有的； 本质的； 内在的 (adj.),CET6,
intuition,直觉； 由直觉获知的信息 (n.),CET6,
invalid,无效的，作废的；无可靠根据的，站不住脚的 (adj.)；病弱者， 残疾者 (n.),CET6,
invaluable,非常宝贵的， 极为贵重的， 无价的 (adj.),CET6,
invariably,不变地， 始终如一地， 总是 (adv.),CET6,
inventory,详细目录， 存货清单 (n.),CET6,
invert,使倒转， 使倒置， 使颠倒 (vt.),CET6,
irony,反话， 冷嘲， 嘲弄； 具有讽刺意味的事 (n.),CET6,
irrespective,不考虑的， 不顾及的 (adj.),CET6,
irrigation,灌溉 (n.),CET6,
irritate,使恼怒， 使烦躁； 使不适， 使疼痛 (vt.),CET6,
isle,小岛， 岛 (n.),CET6,
ivory,象牙； 象牙色， 乳白色 (n.),CET6,
jeopardize,危及， 危害 (vt.),CET6,
jerk,猝然一动，猛拉 (v.)；急推， 急拉， 急扭 (n.),CET6,
jog,慢跑； 轻轻碰撞 (n&v.),CET6,
junction,联结点， 交叉点， 枢纽 (n.),CET6,
junk,废旧物品，破烂 (n.)；丢弃， 废弃 (vt.),CET6,
justification,正当的理由， 借口 (n.),CET6,
juvenile,少年的，少年特有的；幼稚的，不成熟的 (adj.)；未成年人， 少年 (n.),CET6,
kidnap,绑架， 诱拐 (n.),CET6,
kidney,肾， 肾脏 (n.),CET6,
kit,成套工具，成套用品；配套元件 (n.)；装备 (vt.),CET6,
knit,编结， 编织； 愈合 (vi.)；编结，编织；使紧密地结合，使紧凑；皱紧，皱 (vt.),CET6,
knob,球形把手， 球形柄； 旋钮； 小块 (n.),CET6,
lace,网眼花边，透孔织品；鞋带，系带 (n.)；用系带束紧 (vt.),CET6,
lame,跛的， 瘸的； 站不住脚的， 差劲的； 蹩脚的 (adj.),CET6,
lash,将系牢；鞭打，抽打；猛烈打击；猛烈抨击，严厉斥责 (v.)；鞭打； 假睫毛； 鞭梢 (n.),CET6,
latent,潜在的， 隐伏的， 不易察觉的 (adj.),CET6,
latitude,纬度； 纬度地区； 回旋余地， 自由 (n.),CET6,
layman,门外汉， 外行 (n.),CET6,
layoff,解雇； 裁员； 歇工期， 停工期 (n.),CET6,
leaflet,散发传单 (v.)；传单，散页印刷品，小册子 (n.),CET6,
legend,传说， 传奇故事； 传奇人物 (n.),CET6,
legitimate,合情合理的；合理的，法律认可的 (adj.)；使合法 (vt.),CET6,
lever,杠，杠杆；途径，手段，工具 (n.)；撬动， 撬起 (vt.),CET6,
levy,征收 (vt.)；征税， 税款 (n.),CET6,
liability,责任； 负债， 债务； 不利条件， 起妨碍作用的人 (n.),CET6,
lieutenant,陆军中尉； 海军上尉 (n.),CET6,
likelihood,可能， 可能性 (n.),CET6,
linear,线的， 直线的， 线状的； 长度的； 线性的 (adj.),CET6,
linen,日用织品； 亚麻织品， 亚麻布 (n.),CET6,
liner,衬里； 大客轮 (n.),CET6,
linger,继续逗留， 留恋徘徊， 继续存留； 缓慢消失 (vi.),CET6,
literacy,识字， 有文化， 读写能力 (n.),CET6,
literal,照字面的， 原义的； 逐字的 (adj.),CET6,
litter,乱扔废弃物 (vi.)；乱扔东西 (vt.)；废弃物， 被胡乱扔掉的东西； 一窝； 杂乱的东西 (n.),CET6,
locality,地区， 地点 (n.),CET6,
locomotive,机车 (n.),CET6,
lofty,高傲的， 傲慢的； 崇高的， 高尚的； 高耸的， 极高的 (adj.),CET6,
longevity,长寿， 寿命 (n.),CET6,
loom,阴森地逼近， 隐现； 即将来临 (vi.)；织布机 (n.),CET6,
lounge,倚，躺；闲逛，闲荡 (vi.)；休息厅， 休息室 (n.),CET6,
lubricate,使润滑 (vt.),CET6,
luminous,发光的， 发亮的； 光明的 (adj.),CET6,
lunar,月的， 月球的 (adj.),CET6,
lure,吸引，引诱，诱惑 (vt.)；吸引力， 诱惑物； 诱饵， 鱼饵 (n.),CET6,
magistrate,地方行政官， 地方法官； 治安官 (n.),CET6,
magnify,放大， 扩大； 夸大， 夸张 (vt.),CET6,
magnitude,重要性， 重大； 巨大， 广大 (n.),CET6,
majesty,陛下； 雄伟， 壮丽； 庄严 (n.),CET6,
mall,购物中心 (n.),CET6,
maneuver,设法变动位置； 用策略， 耍花招 (vi.)；谨慎而熟练的动作；策略，花招；演习 (n.)；设法使变动位置；操纵，控制 (vt.),CET6,
manifest,明显的，显然的，明了的 (adj.)；显示， 表明， 证明； 使显现， 使显露 (vt.),CET6,
manipulate,操纵， 控制； 影响； 操作， 使用 (vt.),CET6,
mansion,大厦， 宅邸 (n.),CET6,
manuscript,手稿， 原稿， 底稿； 手写本 (n.),CET6,
marble,大理石； 弹子； 弹子游戏 (n.),CET6,
marginal,微小的， 少量的； 不重要的； 仅以微弱多数票获胜的； 记在页边的， 有旁注的 (adj.),CET6,
marsh,沼泽， 湿地 (n.),CET6,
marshal,元帅，最高指挥官；总指挥，司仪；执法官，警察局长，消防队长 (n.)；整理， 排列， 集结 (vt.),CET6,
masculine,男性的， 男子的； 男子气的 (adj.),CET6,
massacre,大规模屠杀，残杀；彻底击败 (vt.)；大屠杀， 残杀； 惨败 (n.),CET6,
masterpiece,杰作 (n.),CET6,
materialism,唯物主义 (n.),CET6,
maturity,成熟 (n.),CET6,
meadow,草地 (n.),CET6,
mediate,调解，斡旋 (vi.)；经调解解决； 经斡旋促成 (vt.),CET6,
medieval,中世纪的； 中古的 (adj.),CET6,
melody,旋律， 曲调； 悦耳的音乐 (n.),CET6,
memorize,记住， 熟记 (vt.),CET6,
menace,具有危险性的人；威胁，威吓 (n.)；威胁， 威吓 (vt.),CET6,
mercury,水银， 汞 (n.),CET6,
merge,结合， 合并， 合为一体 (v.),CET6,
messenger,送信人， 信使 (n.),CET6,
metabolic,代谢作用的， 新陈代谢的 (adj.),CET6,
metallic,金属的， 金属制的； 有金属特性的， 像金属的 (adj.),CET6,
metropolitan,大都市的， 大都会的； 首都的 (adj.),CET6,
midst,中部； 中间； 当中 (n.),CET6,
migrant,移居者， 移民； 候鸟， 迁移动物 (n.),CET6,
migrate,迁徙， 移栖； 移居， 迁移 (vi.),CET6,
militant,激进的；好斗的 (adj.)；激进分子， 斗士 (n.),CET6,
millionaire,百万富翁， 大富翁 (n.),CET6,
mingle,混合起来， 相混合； 相交往， 相往来 (vi.)；使混合，使相混 (vt.),CET6,
miniature,小型的，微小的 (adj.)；微小的模型， 缩影； 微型画， 微型人物像 (n.),CET6,
minibus,小型公共汽车 (n.),CET6,
minimal,最小的， 最低限度的 (adj.),CET6,
misery,痛苦， 苦恼， 苦难； 悲惨的境遇， 贫苦 (n.),CET6,
misfortune,不幸， 厄运， 逆境； 不幸事故， 灾难， 灾祸 (n.),CET6,
missionary,传教士 (n.),CET6,
mistress,情妇； 主妇， 女主人 (n.),CET6,
moan,呻吟，呜咽；抱怨，发牢骚 (vi.)；抱怨 (vt.)；呻吟声， 呜咽声； 怨声， 牢骚 (n.),CET6,
mob,暴民，乌合之众 (n.)；成群围住， 聚众袭击 (vt.),CET6,
mobilize,动员起来 (vi.)；动员；调动，鼓动起 (vt.),CET6,
mock,嘲笑，嘲弄 (vi.)；模拟的， 演习的； 假的， 假装的 (adj.)；嘲笑，嘲弄；模仿 (vt.),CET6,
modesty,谦虚 (n.),CET6,
module,组件， 模块， 模件； 舱 (n.),CET6,
momentum,动力， 冲力， 势头； 动量 (n.),CET6,
monetary,钱的， 货币的； 金融的 (adj.),CET6,
monopoly,垄断， 专卖； 垄断物， 垄断商品， 专卖商品 (n.),CET6,
monster,大的， 庞大的 (adj.)；怪物；极其残酷的人；巨人，巨兽，巨大的东西 (n.),CET6,
morality,道德， 道德性； 德行， 品行； 道德观， 道德规则 (n.),CET6,
mortal,终有一死的；致命的；你死我活的，不共戴天的 (adj.)；凡人， 人类 (n.),CET6,
mortgage,抵押，抵押借款 (n.)；抵押 (vt.),CET6,
motel,汽车旅馆 (n.),CET6,
mourn,哀悼； 感到痛心 (v.),CET6,
muddy,泥泞的，沾满烂泥的；灰暗的，暗淡的；模糊的，糊涂的 (adj.)；使沾上烂泥； 使显得扑朔迷离 (vt.),CET6,
multitude,大量， 许多； 大众， 民众 (n.),CET6,
municipal,市的， 市政的 (adj.),CET6,
murmur,小声说； 小声抱怨， 咕哝； 发出连续而低沉的声音 (n&v.),CET6,
muscular,肌肉发达的， 强壮的； 肌肉的 (adj.),CET6,
mute,缄默的，无声的；哑的，不会说话的；不发音的 (adj.)；消除， 减轻 (vt.),CET6,
mutter,轻声低语； 小声抱怨 (n&v.),CET6,
naive,幼稚的； 天真的； 轻信的 (adj.),CET6,
napkin,餐巾 (n.),CET6,
narrative,叙述文， 故事； 叙述， 讲述 (n.),CET6,
nasty,令人讨厌的， 令人厌恶的； 难弄的， 困难的； 严重的， 恶劣的， 险恶的； 下流的， 道德败坏的 (adj.),CET6,
necessitate,成为必要， 需要 (vt.),CET6,
negligible,可忽略不计的， 微不足道的 (adj.),CET6,
nickel,镍； 五分镍币， 五分钱 (n.),CET6,
nickname,绰号，诨名 (n.)；给…起绰号 (vt.),CET6,
nil,无， 零 (n.),CET6,
nominal,名义上的， 有名无实的； 很少的， 象征性的； 名词性的 (adj.),CET6,
nominate,提名， 任命； 推荐， 指定 (vt.),CET6,
nonetheless,尽管如此， 依然， 然而 (adv.),CET6,
norm,标准， 规范； 准则 (n.),CET6,
notable,值得注意的，显著的；著名的 (adj.)；名人， 要人 (n.),CET6,
notation,记号， 标记法 (n.),CET6,
notification,通知， 告示； 通知书 (n.),CET6,
notorious,臭名昭著的， 声名狼藉的 (adj.),CET6,
notwithstanding,尽管 (adv.),CET6,
novelty,新奇事物； 新奇， 新奇感， 新奇性； 新颖小巧而廉价的物品 (n.),CET6,
numerical,数字的； 用数字表示的； 数值的 (adj.),CET6,
nurture,养育， 培育， 滋养 (n&vt.),CET6,
nutrition,营养 (n.),CET6,
oak,栎树， 橡树； 栎木， 橡木 (n.),CET6,
oath,誓言， 誓约； 咒骂， 诅咒语 (n.),CET6,
obedient,服从的， 顺从的 (adj.),CET6,
obesity,过度肥胖 (n.),CET6,
obscene,淫秽的， 下流的； 可憎的， 可恶的 (adj.),CET6,
obscure,不著名的，不重要的；费解的，模糊不清的 (adj.)；使变糊， 掩盖 (vt.),CET6,
odor,气味 (n.),CET6,
offset,补偿， 抵消 (vt.),CET6,
offspring,子女， 子孙， 后代； 崽 (n.),CET6,
olive,橄榄， 橄榄树 (n.),CET6,
ongoing,持续的， 继续的 (adj.),CET6,
opaque,不透明的， 不透光的； 难理解的， 晦涩的 (adj.),CET6,
oppress,压迫， 压制； 使沉重， 使烦恼 (vt.),CET6,
optimism,乐观， 乐观主义 (n.),CET6,
optimum,最合适的， 最优的， 最佳的 (adj.),CET6,
orient,转向特定方向；适应[theO-] (vi.)；使适应，使熟悉情况；使朝向，以…为方向 (vt.)；东方， 亚洲， 东半球 (n.),CET6,
oriental,东方的； 东方人的； 东方文化的 (adj.),CET6,
orientation,方向， 目标， 方位； 熟悉情况， 适应， 情况介绍 (n.),CET6,
originate,起源于，来自，产生 (vi.)；创造， 创始， 开创 (vt.),CET6,
ornament,装饰品，点缀品；装饰，点缀 (n.)；装饰， 点缀， 美化 (vt.),CET6,
orthodox,传统的； 正统的， 正宗的 (adj.),CET6,
outbreak,爆发， 突然发生 (n.),CET6,
outcry,大声疾呼， 呐喊； 强烈抗议 (n.),CET6,
outfit,全套服装； 一组人； 全套装备， 全套工具 (n.),CET6,
outrage,义愤，愤慨；暴行，骇人听闻的事件 (n.)；激起…的义愤， 激怒 (vt.),CET6,
overflow,满得外溢，外流，泛滥；充满，洋溢 (vi.)；淹没， 从…中溢出， 多得无法容纳 (vt.)；容纳不下的物； 溢出， 满出； 溢流口， 溢流管 (n.),CET6,
overhear,无意中听到， 偷听到 (vt.),CET6,
overlap,部分重叠； 部分相同 (v.)；重叠， 重叠的部分 (n.),CET6,
overpass,天桥， 立交桥 (n.),CET6,
overt,公开的， 不隐蔽的 (adj.),CET6,
overthrow,推翻，打倒；使终止，摒弃 (vt.)；推翻， 终止， 结束 (n.),CET6,
overturn,倾覆， 翻转， 翻倒 (vi.)；使翻转，使倾覆，使倒下；颠覆，推翻 (vt.),CET6,
overwhelm,使受不了， 使不知所措； 征服， 制服 (vt.),CET6,
overwhelming,势不可挡的， 压倒的； 巨大的 (adj.),CET6,
owl,猫头鹰 (n.),CET6,
oxide,氧化物 (n.),CET6,
ozone,臭氧 (n.),CET6,
pact,契约， 协定， 条约 (n.),CET6,
pamphlet,小册子 (n.),CET6,
paperback,平装本， 简装本 (n.),CET6,
paradise,天堂， 乐园 (n.),CET6,
paradox,似乎矛盾而正确的说法； 自相矛盾的人 (n.),CET6,
paralysis,麻痹， 瘫痪， 中风； 无能， 无力 (n.),CET6,
paralyze,使瘫痪， 使麻痹； 使丧失作用； 使惊愕， 使呆若木鸡 (vt.),CET6,
parameter,界限， 范围； 参数 (n.),CET6,
parasite,寄生生物； 寄生虫 (n.),CET6,
participant,参加者， 参与者 (n.),CET6,
partition,分隔物，隔墙；分割，划分 (n.)；隔开； 分割， 瓜分 (vt.),CET6,
pastime,消遣， 娱乐 (n.),CET6,
pastry,油酥面团， 酥皮糕点 (n.),CET6,
pasture,牧草地，牧场 (n.)；放牧 (vt.),CET6,
patent,专利的，受专利保护的 (adj.)；专利，专利权 (n.)；得到…的专利权 (vt.),CET6,
paternity,父权， 父子关系 (n.),CET6,
pathetic,差劲的， 令人生厌的； 引起怜悯的， 可怜的， 可悲的 (adj.),CET6,
patriot,爱国者， 爱国主义者 (n.),CET6,
patriotic,爱国的， 有爱国心的， 显示爱国精神的 (adj.),CET6,
patrol,巡逻，巡查 (v.)；巡逻， 巡查； 巡逻兵， 巡逻队 (n.),CET6,
patron,资助人， 赞助人； 老主顾， 顾客 (n.),CET6,
pave,铺， 铺筑 (vt.),CET6,
pearl,珍珠； 珠状物； 珍品 (n.),CET6,
pedal,踩踏板，骑车 (vi.)；踏板，踏脚 (n.)；脚蹬， 踩动…的踏板 (vt.),CET6,
pedestrian,步行者， 行人 (n.),CET6,
